latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
23.7675,86.37221,311.83,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.02,1.43,N
7.04104,80.86184,298.48,0.4,0.37,2025-09-04,2004,N,nominal,2.0NRT,286.75,2.54,N
6.95252,80.96719,332.42,0.39,0.36,2025-09-04,2004,N,nominal,2.0NRT,290.13,2.6,N
23.7669,86.37597,305.85,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.98,1.6,N
6.95062,80.96645,326.51,0.39,0.36,2025-09-04,2004,N,nominal,2.0NRT,289.33,2.53,N
23.67263,86.93684,326.36,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,284.13,2.41,N
6.9439,80.96548,324.16,0.39,0.36,2025-09-04,2004,N,nominal,2.0NRT,289.47,1.89,N
23.76,86.39787,305.93,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.94,1.37,N
6.85558,80.95934,305.1,0.39,0.36,2025-09-04,2004,N,nominal,2.0NRT,289,0.72,N
23.67026,86.93635,301.84,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,283.55,0.78,N
6.85223,80.95884,299.72,0.39,0.36,2025-09-04,2004,N,nominal,2.0NRT,287.76,0.72,N
6.41908,80.938,301.48,0.39,0.36,2025-09-04,2004,N,nominal,2.0NRT,283.41,0.72,N
23.78357,86.20899,322.27,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.47,2.68,N
6.36408,80.77298,296.98,0.39,0.37,2025-09-04,2004,N,nominal,2.0NRT,269.02,0.74,N
23.78027,86.20838,321.32,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.33,2.11,N
6.36072,80.77245,312.82,0.39,0.37,2025-09-04,2004,N,nominal,2.0NRT,275.65,0.74,N
23.66608,86.9199,301.84,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,282.37,0.97,N
6.36018,80.77596,300.77,0.39,0.37,2025-09-04,2004,N,nominal,2.0NRT,267.3,0.74,N
23.77637,86.21151,315.19,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.8,2.11,N
23.66399,86.91167,304.73,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,280.49,0.85,N
23.77544,86.19589,305.69,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.52,1.22,N
23.77425,86.20338,309,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.84,2.34,N
23.77366,86.20715,306.49,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.58,1.37,N
23.73786,86.43224,305.74,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.44,1.87,N
23.72614,86.44163,314.42,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.26,2.14,N
23.72344,86.43725,305.37,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.34,1.39,N
23.71953,86.44038,310.52,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,289.43,1.39,N
23.71893,86.44413,312.01,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,289.65,2.59,N
23.71803,86.4285,304.23,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,285.84,0.73,N
23.71743,86.43225,300.05,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,283.62,0.73,N
23.71563,86.44351,302.32,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,284.28,0.76,N
23.71443,86.45102,311.82,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,289.05,1.52,N
23.71532,86.42412,311.01,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.67,2.31,N
23.71472,86.42787,306.74,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.46,0.73,N
23.7702,86.01357,304.92,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.92,0.88,N
23.90819,85.09545,306.79,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,284.93,0.87,N
23.56364,87.23036,315.66,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.12,1.63,N
23.5603,87.22971,310.78,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.57,1.39,N
23.69037,86.38849,311.8,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.92,2.45,N
23.68977,86.39225,314.34,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.23,1.93,N
23.68647,86.39162,327.84,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.15,1.93,N
23.68587,86.39537,314.69,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.63,1.93,N
23.68316,86.391,322.46,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.49,1.3,N
23.68256,86.39474,314.75,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.77,1.3,N
23.7616,85.87307,306.66,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.74,1.04,N
23.67986,86.39038,310.41,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.85,1.3,N
23.67925,86.39413,307.66,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.54,1.3,N
23.67866,86.39788,307.99,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.05,2.37,N
23.6155,86.78918,303.24,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,279.57,0.94,N
23.76005,85.86121,318.74,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.43,1.7,N
23.7583,85.87247,311.4,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.13,1.39,N
23.67535,86.39726,314.42,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.3,2.47,N
23.75792,85.8531,318.49,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.6,2.56,N
23.75733,85.85685,305.23,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.51,1.7,N
23.78388,85.5757,300.59,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,274.48,0.99,N
23.48442,87.36231,311.76,0.4,0.37,2025-09-04,1957,N,nominal,2.0NRT,276.71,1,N
23.68645,86.09098,306.33,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.3,1.15,N
23.68433,86.08288,307.89,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.98,1,N
23.68256,86.09411,315.56,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.31,1.82,N
23.68043,86.08601,306.52,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.73,1,N
23.67713,86.08539,317.27,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.21,1.86,N
23.66934,86.09165,309.5,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.32,1.19,N
23.63127,86.28897,306.91,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.74,0.89,N
23.62797,86.28835,308.49,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.66,0.89,N
24.15893,82.5676,301.49,0.47,0.4,2025-09-04,1957,N,nominal,2.0NRT,273.38,0.87,N
23.80935,84.84598,301.92,0.39,0.37,2025-09-04,1957,N,nominal,2.0NRT,286.55,0.51,N
23.73351,85.01859,298.58,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,281.89,0.38,N
23.6488,85.43999,306.28,0.39,0.36,2025-09-04,1957,N,nominal,2.0NRT,275.8,1.57,N
22.87386,86.06324,314.17,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.07,1.75,N
22.79675,86.20689,314.27,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.15,1.32,N
22.79285,86.21,309.34,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.22,1.32,N
22.79133,86.1982,337.97,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,292.01,2.12,N
22.80855,86.09012,306.03,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.86,1.38,N
22.79192,86.19447,311.12,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.8,1.61,N
22.79073,86.20193,305.96,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.5,2.12,N
22.79014,86.20566,309.38,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.52,1.36,N
22.78954,86.20938,306.33,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.39,1.36,N
22.78802,86.19758,308.67,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.52,2.12,N
22.80135,86.09262,308.72,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,291.13,0.87,N
22.79805,86.09201,308.07,0.38,0.36,2025-09-04,1957,N,nominal,2.0NRT,290.94,0.87,N
22.05593,88.12401,300.3,0.43,0.38,2025-09-04,2000,N,nominal,2.0NRT,268.57,0.73,N
22.05247,88.12332,300.58,0.43,0.38,2025-09-04,2000,N,nominal,2.0NRT,268.85,0.8,N
22.22036,84.88218,296.54,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,271.78,0.48,N
22.21267,84.86542,299.53,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,270.66,0.73,N
22.20992,84.86107,307.03,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,269.37,0.82,N
20.97497,86.00544,301.4,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,272.84,0.74,N
20.97225,86.00113,297.74,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,272.04,1.21,N
20.96714,86.01163,298.16,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,273.86,1.35,N
20.96502,86.00362,296.41,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,271.96,0.69,N
20.9422,86.06046,304.29,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,271.16,0.81,N
21.08078,85.03572,303.88,0.38,0.36,2025-09-04,2000,N,nominal,2.0NRT,279.27,1.11,N
21.08021,85.03941,310.02,0.38,0.36,2025-09-04,2000,N,nominal,2.0NRT,278.51,1.11,N
21.07747,85.03514,297.65,0.38,0.36,2025-09-04,2000,N,nominal,2.0NRT,277.28,1.06,N
21.07689,85.03883,310.88,0.38,0.36,2025-09-04,2000,N,nominal,2.0NRT,278.15,1.06,N
20.51464,85.72629,302.61,0.39,0.36,2025-09-04,2000,N,nominal,2.0NRT,281.02,0.78,N
18.68951,55.50732,318.46,0.5,0.41,2025-09-04,2142,N,nominal,2.0NRT,294.99,1.19,N
18.68577,55.50676,323.95,0.5,0.41,2025-09-04,2142,N,nominal,2.0NRT,294.55,1.73,N
18.46578,55.23108,331.95,0.51,0.41,2025-09-04,2142,N,nominal,2.0NRT,296.47,17.88,N
18.46134,55.23533,331.14,0.51,0.41,2025-09-04,2142,N,nominal,2.0NRT,295.49,5.79,N
18.46199,55.23051,318.56,0.51,0.41,2025-09-04,2142,N,nominal,2.0NRT,295.31,5.99,N
18.32193,55.10589,314.08,0.52,0.41,2025-09-04,2142,N,nominal,2.0NRT,296.78,2.37,N
39.18961,65.28839,305.34,0.38,0.36,2025-09-04,2136,N,nominal,2.0NRT,294.63,1.19,N
39.41003,62.84875,301.9,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.39,0.55,N
39.30954,62.97516,299.41,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.61,0.65,N
39.30614,62.97438,303.91,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.96,0.65,N
39.28041,63.08445,300.15,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.37,0.78,N
39.25057,63.17368,298.77,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.44,0.35,N
39.20438,63.28006,300.94,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.06,0.43,N
39.18782,63.34755,307.73,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.12,0.51,N
39.1987,63.19757,303.24,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,287.34,0.72,N
39.19674,63.21145,308.23,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.52,0.51,N
39.16003,63.46893,298.61,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,287.52,0.59,N
39.17487,63.29221,306.31,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.63,0.52,N
39.17216,63.28681,302.1,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.4,0.66,N
39.17001,63.25296,306.39,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.7,1.06,N
39.16936,63.25757,311.19,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.97,1.06,N
39.1687,63.26219,311.02,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.91,0.97,N
39.16535,63.2614,307.3,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.17,0.97,N
39.15686,63.32129,308.14,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.21,1.08,N
39.13129,63.4763,299.57,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,287.38,0.66,N
39.12909,63.41908,298.55,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.1,0.69,N
39.12729,63.3096,306.12,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.39,0.82,N
39.11668,63.33559,328.15,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.84,2.52,N
39.07998,63.52072,303.59,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.75,0.84,N
38.68498,65.99125,303.4,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,291.7,0.58,N
38.68757,65.95495,307.95,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,293.59,1.76,N
39.18374,62.53214,337.5,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.83,3.5,N
39.01826,63.70614,299.66,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,288.09,0.4,N
38.944,64.13801,301.61,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,290.94,0.92,N
38.9393,63.82221,302.23,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,288.8,0.71,N
38.97628,63.47121,303.57,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.91,0.97,N
38.87916,63.77281,299.58,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,287.36,0.47,N
38.8752,63.79972,306,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,288.17,0.78,N
38.47733,65.96009,307.54,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,288.87,0.28,N
38.4755,65.95699,309.61,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.74,0.96,N
38.78725,63.91479,299.6,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,288.16,0.33,N
38.77394,63.81914,306.24,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.52,0.72,N
38.3525,66.31725,320.75,0.39,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.03,1.11,N
38.05755,67.29175,309.33,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.11,0.71,N
38.05922,67.26279,301.35,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.57,1.06,N
38.05837,67.26746,308.8,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.02,0.95,N
38.05753,67.27214,304.83,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.33,0.95,N
38.05498,67.26653,341.63,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,300.64,24.91,N
38.05583,67.26183,312.65,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,292.86,1.53,N
38.05413,67.27122,314.97,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,292.22,24.91,N
38.05329,67.27586,301.66,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.33,0.6,N
38.05159,67.26556,343,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,335.79,24.91,N
38.05074,67.27026,329.06,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,297.59,24.91,N
38.05329,67.25617,301.74,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.49,1.53,N
38.05244,67.26087,319.44,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,293.85,1.53,N
38.0499,67.27493,301.52,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.93,0.6,N
38.04905,67.25992,307.67,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.45,1.58,N
38.0482,67.2646,317.56,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.79,0.82,N
38.04735,67.26929,309.4,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.36,0.82,N
38.04481,67.26365,302.35,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.45,0.82,N
38.04396,67.2683,300.82,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.28,0.82,N
38.02532,67.31212,304.37,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.6,0.75,N
39.51328,54.33123,307.81,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,292.61,0.77,N
38.20844,64.74123,313.65,0.38,0.36,2025-09-04,2136,N,nominal,2.0NRT,290.63,0.96,N
38.06356,65.09523,303.9,0.38,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.93,0.83,N
38.12099,64.71204,304.33,0.38,0.36,2025-09-04,2136,N,nominal,2.0NRT,290.52,0.41,N
38.056,64.88538,313.81,0.38,0.36,2025-09-04,2136,N,nominal,2.0NRT,293.04,1.24,N
37.96539,65.00815,307.31,0.38,0.36,2025-09-04,2136,N,nominal,2.0NRT,290.21,0.59,N
37.88761,65.08759,306.33,0.38,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.47,0.88,N
37.82967,65.17411,301.6,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,288.08,0.67,N
37.82708,65.16893,303.81,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.17,0.67,N
37.82638,65.17326,310.11,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,290.48,1.02,N
37.8184,65.18024,302.7,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,290.51,0.7,N
39.04739,54.25331,295.72,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,284.93,0.67,N
37.75745,65.4906,307.16,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.06,0.83,N
39.04224,54.25269,351.02,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,291.83,3.49,N
39.0425,54.24879,308.88,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,289.23,2.66,N
37.73552,65.4985,307.24,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.14,0.58,N
37.73006,65.5107,305.15,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,289.53,0.79,N
37.74886,65.20751,301.78,0.39,0.36,2025-09-04,2136,N,nominal,2.0NRT,288.24,0.76,N
38.85582,54.23096,300.22,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,288,0.63,N
38.85386,54.23213,313.12,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,289.46,0.6,N
37.96054,62.66429,306.06,0.4,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.34,0.93,N
37.99213,61.88033,304.68,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.8,0.89,N
37.98456,61.88367,307.08,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,290.1,1.48,N
37.79883,62.55277,333.29,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,293.52,5.1,N
37.7906,62.53674,298.34,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,287.69,0.96,N
37.78996,62.54133,311.31,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.44,0.96,N
37.78511,62.52604,314.15,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.17,1.55,N
38.25541,58.39151,317.46,0.39,0.44,2025-09-04,2136,N,nominal,2.0NRT,294.82,1.76,N
37.84584,61.60331,309.13,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.96,1.42,N
37.77648,62.1021,304.33,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.06,1.23,N
37.7791,62.02967,302.11,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.24,0.64,N
37.77566,62.02894,298.55,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,287.44,0.56,N
38.2634,57.65829,309.82,0.43,0.46,2025-09-04,2136,N,nominal,2.0NRT,296.04,1.71,N
37.74598,62.13259,309.82,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.17,1.45,N
38.26477,57.65752,305.68,0.43,0.46,2025-09-04,2136,N,nominal,2.0NRT,294.95,1.35,N
38.21915,57.9888,302.45,0.41,0.45,2025-09-04,2136,N,nominal,2.0NRT,291,0.85,N
37.72647,62.09449,324.32,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.39,2.89,N
38.5217,54.26614,301.7,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,289.52,0.72,N
38.52144,54.26997,304.87,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.33,0.72,N
38.52119,54.27378,310.8,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.1,0.98,N
38.52093,54.27759,310.89,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.01,0.98,N
38.52067,54.28141,302.4,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,289.63,1.03,N
38.51632,54.26939,342.32,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,292.05,23.47,N
38.51606,54.2732,367,0.33,0.55,2025-09-04,2136,N,high,2.0NRT,328.72,44.9,N
38.51581,54.27701,330.12,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,299.82,44.9,N
38.51555,54.28083,322.51,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,291.18,2.9,N
38.51888,54.23112,295.02,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,284.96,0.14,N
38.51837,54.23879,295.51,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,285.18,0.23,N
38.51709,54.25793,302.11,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,289.93,0.65,N
38.51683,54.26175,307.07,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.23,0.65,N
38.51658,54.26557,316.67,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.15,23.47,N
38.5153,54.28463,308.36,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.55,2.9,N
38.51505,54.28844,302.28,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.36,1.07,N
38.5112,54.26881,335.5,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,291.15,23.47,N
38.51094,54.27262,367,0.33,0.55,2025-09-04,2136,N,high,2.0NRT,295.31,44.9,N
38.51069,54.27644,354.99,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,292.72,44.9,N
38.51196,54.25737,300.85,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,289.64,0.65,N
38.51171,54.26118,306.56,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.23,0.65,N
38.51146,54.265,316.52,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.62,23.47,N
38.51044,54.28025,316.37,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,291.07,2.9,N
38.51018,54.28405,306.81,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.75,2.9,N
38.50993,54.28787,301.6,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.31,1.07,N
38.50608,54.26825,302.69,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.13,1.19,N
38.50582,54.27206,304.94,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.56,0.65,N
38.50557,54.27586,302.94,0.33,0.55,2025-09-04,2136,N,nominal,2.0NRT,290.35,0.65,N
38.19181,58.05171,302.03,0.41,0.45,2025-09-04,2136,N,nominal,2.0NRT,291.78,0.81,N
37.74598,61.84451,312.57,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,288.78,1.24,N
38.14875,58.39552,301.39,0.39,0.44,2025-09-04,2136,N,nominal,2.0NRT,291.31,0.91,N
37.67181,62.23705,316.83,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.82,1.49,N
37.66093,62.23949,311.46,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.39,1.13,N
37.65688,62.24341,309.33,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,287.92,1.32,N
37.64081,62.2063,307.12,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,287.76,0.77,N
37.63739,62.20556,308.14,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,287.68,1.13,N
37.62968,62.21613,301.12,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.5,0.86,N
37.62522,62.17191,311.3,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,292.47,1.07,N
37.65778,61.90717,307.62,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.49,1.02,N
37.65433,61.90644,302.28,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.6,0.69,N
37.61944,62.13695,312.66,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,290.91,1.5,N
37.55946,62.21532,308.77,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,288.41,0.93,N
37.61594,61.57701,316.82,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,293.09,1.69,N
37.61405,61.59161,299.88,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.42,0.67,N
37.61216,61.60618,303.34,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,291.42,0.81,N
37.61245,61.57628,304.76,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,290.48,0.99,N
37.60867,61.60545,309.8,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,291.59,1.31,N
37.61247,61.57464,299.77,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,288.69,0.93,N
37.60794,61.60864,303.53,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.44,1.31,N
37.55714,61.93281,311.32,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,290,1.01,N
37.59697,61.55643,318.03,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.93,1.35,N
37.59386,61.52576,314.15,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.62,2.42,N
37.59321,61.53063,312.08,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.97,1.64,N
37.94193,58.56553,309.51,0.38,0.43,2025-09-04,2136,N,nominal,2.0NRT,292.41,1.59,N
37.58522,61.56398,309.18,0.43,0.38,2025-09-04,2136,N,nominal,2.0NRT,289.8,1.15,N
37.50347,61.9894,303.34,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.34,0.46,N
37.47968,62.00851,304.4,0.42,0.37,2025-09-04,2136,N,nominal,2.0NRT,289.04,1.57,N
37.49778,61.84701,322.05,0.42,0.38,2025-09-04,2136,N,nominal,2.0NRT,293.32,2.6,N
37.42424,62.31279,329.28,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,291.32,2.54,N
37.4462,62.07375,312.1,0.41,0.37,2025-09-04,2136,N,nominal,2.0NRT,289,1.08,N
